Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max,Recovered_Level2,Old_Unified_Paper_Count
Bayes factor,OpenAlex,4,4,2,Journal of Applied Psychology; Journal of Management,2001,2014,False,0
Behaviour change,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Organizational Behavior,2012,2026,False,15
Betweenness centrality,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2008,2022,False,0
Biasing,OpenAlex,4,3,1,Journal of Applied Psychology,1953,1997,False,0
Biology and political orientation,OpenAlex,4,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,2014,2020,False,0
Capital allocation line,OpenAlex,4,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,2008,2017,False,0
Card sorting,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1927,2003,False,3
Child sexual abuse,OpenAlex,4,5,2,Applied Psychology: An International Review; Journal of Applied Psychology,1997,2018,False,0
Cognitive development,OpenAlex,4,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1978,2015,False,0
Cognitive dimensions of notations,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Personnel Psychology,1990,2004,False,8
Cognitive training,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Personnel Psychology,2002,2015,False,0
Conciliation,OpenAlex,4,3,3,Academy of Management Journal; Applied Psychology: An International Review; Personnel Psychology,1950,2005,False,2
Constructive criticism,OpenAlex,4,3,2,Academy of Management Journal; Personnel Psychology,1951,2002,False,1
Course evaluation,OpenAlex,4,3,2,Journal of Applied Psychology; Personnel Psychology,1956,1975,False,0
Creating shared value,OpenAlex,4,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior,1980,2013,False,0
Credit card,OpenAlex,4,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1996,2020,False,0
Criminal Conviction,OpenAlex,4,3,2,Journal of Applied Psychology; Journal of Management,1982,2025,False,0
Dating violence,OpenAlex,4,5,2,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,2018,2024,False,0
Decision engineering,OpenAlex,4,4,2,Journal of Applied Psychology; Journal of Vocational Behavior,1987,2021,False,0
Dementia,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2006,2025,False,1
Depth perception,OpenAlex,4,3,1,Journal of Applied Psychology,1948,1957,False,0
Devaluation,OpenAlex,4,3,4,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Personnel Psychology,2006,2023,False,0
Disaster response,OpenAlex,4,3,2,Academy of Management Journal; Journal of Organizational Behavior,2011,2021,False,3
Disgust,OpenAlex,4,3,4,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,2008,2023,False,0
Downside risk,OpenAlex,4,3,1,Academy of Management Journal,1996,2000,False,0
Early adulthood,OpenAlex,4,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1995,2018,False,0
Effective safety training,OpenAlex,4,5,1,Journal of Applied Psychology,2005,2025,False,9
Elementary cognitive task,OpenAlex,4,3,1,Journal of Applied Psychology,1992,2008,False,6
Emotion perception,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management,2008,2026,False,0
Employee resource groups,OpenAlex,4,4,4,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,2009,2017,False,39
Entrepreneurial finance,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,2015,2020,False,0
Environmental change,OpenAlex,4,3,1,Journal of Management,1991,2005,False,0
Environmentalism,OpenAlex,4,3,3,Academy of Management Journal; Applied Psychology: An International Review; Journal of Management,1999,2023,False,1
Ethnic discrimination,OpenAlex,4,3,2,Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2001,2015,False,0
Executive education,OpenAlex,4,4,2,Academy of Management Journal; Journal of Management,1964,1990,False,0
Facial attractiveness,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Organizational Behavior,1986,2025,False,0
Family Leave,OpenAlex,4,3,2,Academy of Management Journal; Journal of Applied Psychology,2001,2025,False,5
Female entrepreneurs,OpenAlex,4,3,2,Journal of Management; Journal of Organizational Behavior,1987,2025,False,2
Fight-or-flight response,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,1971,1993,False,1
File Transfer Protocol,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2011,2018,False,1
Financial compensation,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Vocational Behavior; Personnel Psychology,1983,2025,False,0
Fisher transformation,OpenAlex,4,3,1,Journal of Applied Psychology,1978,1987,False,0
GLARE,OpenAlex,4,3,1,Journal of Applied Psychology,1941,1981,False,0
Group selection,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1948,2024,False,0
Health education,OpenAlex,4,3,2,Journal of Applied Psychology; Personnel Psychology,1992,2025,False,0
Help-seeking,OpenAlex,4,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,2011,2021,False,14
Herring,OpenAlex,4,3,1,Journal of Applied Psychology,1933,1981,False,0
Hybrid Monte Carlo,OpenAlex,4,4,1,Journal of Applied Psychology,1981,1989,False,0
Imputation (statistics),OpenAlex,4,3,1,Journal of Management,1995,1998,False,0
Influencer marketing,OpenAlex,4,4,2,Academy of Management Journal; Journal of Vocational Behavior,1981,2022,False,3
Information governance,OpenAlex,4,4,2,Academy of Management Journal; Applied Psychology: An International Review,1962,2026,False,0
Innovation process,OpenAlex,4,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,1971,2014,False,1
Intercultural relations,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior,1995,2019,False,3
International relations,OpenAlex,4,3,3,Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,2004,2024,False,1
Inventory turnover,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1948,2014,False,1
Investment strategy,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,1990,1992,False,0
Job dissatisfaction,OpenAlex,4,3,2,Journal of Vocational Behavior; Personnel Psychology,1979,2000,False,4
Jury instructions,OpenAlex,4,3,1,Journal of Applied Psychology,1993,2001,False,0
Jury trial,OpenAlex,4,3,1,Journal of Applied Psychology,1979,2002,False,0
Knowledge integration,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,2012,2025,False,0
Leveraged buyout,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,1995,1995,False,0
Liberalism,OpenAlex,4,3,2,Academy of Management Journal; Journal of Applied Psychology,1948,2014,False,2
Maladaptive coping,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Vocational Behavior,1984,2025,False,1
Market for corporate control,OpenAlex,4,4,2,Academy of Management Journal; Journal of Management,1993,2025,False,0
Memory test,OpenAlex,4,3,1,Journal of Applied Psychology,1917,2001,False,0
Moral behavior,OpenAlex,4,3,2,Academy of Management Journal; Journal of Applied Psychology,2008,2025,False,0
Motivational interviewing,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Vocational Behavior,2002,2016,False,10
Narrative network,OpenAlex,4,5,3,Academy of Management Journal; Journal of Management; Journal of Vocational Behavior,1998,2019,False,0
Nepotism,OpenAlex,4,3,3,Academy of Management Journal; Journal of Occupational and Organizational Psychology; Personnel Psychology,2013,2026,False,0
Nested set model,OpenAlex,4,3,2,Journal of Management; Journal of Vocational Behavior,1995,2020,False,0
New business development,OpenAlex,4,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,2007,2016,False,3
Night work,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Personnel Psychology,1983,1998,False,0
Nomothetic,OpenAlex,4,3,4,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Vocational Behavior,1995,2010,False,3
Occupational health nursing,OpenAlex,4,4,1,Journal of Applied Psychology,2005,2025,False,0
Offspring,OpenAlex,4,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1978,2022,False,1
Oligopoly,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,1992,2010,False,0
OPM3,OpenAlex,4,4,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,1973,2011,False,4
Opportunity structures,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Vocational Behavior,1984,2026,False,0
Organizational memory,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,2011,2018,False,0
Peer evaluation,OpenAlex,4,3,2,Journal of Applied Psychology; Personnel Psychology,1974,1988,False,1
People of color,OpenAlex,4,3,2,Academy of Management Journal; Journal of Vocational Behavior,2004,2018,False,4
Per capita,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Management; Personnel Psychology,1985,2021,False,0
Perceived quality,OpenAlex,4,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management,1976,2025,False,0
Percept,OpenAlex,4,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1963,1997,False,0
Political communication,OpenAlex,4,3,3,Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,2005,2025,False,0
Potency,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1997,2011,False,0
Product lifecycle,OpenAlex,4,3,3,Academy of Management Journal; Journal of Management; Personnel Psychology,1984,1989,False,0
Professional psychology,OpenAlex,4,3,1,Journal of Applied Psychology,1931,1950,False,0
Project management triangle,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,1973,2017,False,3
Protein subunit,OpenAlex,4,3,3,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology,1981,2017,False,0
Psychological abuse,OpenAlex,4,5,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2013,2023,False,5
Quartile,OpenAlex,4,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1953,2003,False,0
Random effects model,OpenAlex,4,3,2,Journal of Management; Personnel Psychology,1996,2019,False,0
Recall test,OpenAlex,4,4,1,Journal of Applied Psychology,1995,2007,False,0
Relationship marketing,OpenAlex,4,3,2,Academy of Management Journal; Journal of Vocational Behavior,1981,2022,False,1
Restricted stock,OpenAlex,4,4,2,Academy of Management Journal; Personnel Psychology,2005,2008,False,0
Sample variance,OpenAlex,4,3,3,Journal of Applied Psychology; Journal of Management; Personnel Psychology,1986,1999,False,0
Simple random sample,OpenAlex,4,3,2,Journal of Management; Personnel Psychology,1983,2002,False,8
Social desirability bias,OpenAlex,4,3,2,Academy of Management Journal; Journal of Applied Psychology,1981,1992,False,0
Social inequality,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,2016,2023,False,0
Social sustainability,OpenAlex,4,3,3,Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,2017,2025,False,6
Supervisory control,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,1978,1988,False,2
The Emotional Intelligence Appraisal,OpenAlex,4,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2000,2017,False,3
Unemployment rate,OpenAlex,4,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,1991,2019,False,1
Vagueness,OpenAlex,4,3,2,Academy of Management Journal; Journal of Management,2017,2022,False,1
Varimax rotation,OpenAlex,4,4,2,Journal of Vocational Behavior; Personnel Psychology,1964,1994,False,1
Virtual work,OpenAlex,4,3,1,Journal of Management,2001,2001,False,0
Web syndication,OpenAlex,4,3,1,Academy of Management Journal,2012,2020,False,0
Weight loss,OpenAlex,4,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,1990,2025,False,1
Women entrepreneurs,OpenAlex,4,3,2,Journal of Management; Journal of Organizational Behavior,1987,2025,False,1
Working life,OpenAlex,4,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1981,2026,False,14
Action learning,OpenAlex,3,4,2,Academy of Management Journal; Journal of Organizational Behavior,2001,2012,False,6
Active duty,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1978,2023,False,1
Affect regulation,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Organizational Behavior,2019,2025,False,1
Affective science,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1995,2025,False,0
Aircraft noise,OpenAlex,3,3,1,Journal of Applied Psychology,1975,1977,False,0
Alternative dispute resolution,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2001,2013,False,1
Alternative hypothesis,OpenAlex,3,3,2,Journal of Management; Journal of Organizational Behavior,2005,2014,False,0
Architectural design,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,1991,2025,False,0
Asian values,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,2001,2018,False,0
Baby boom,OpenAlex,3,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,1991,2014,False,0
Bayesian statistics,OpenAlex,3,4,2,Journal of Applied Psychology; Journal of Management,2007,2013,False,0
Beck Depression Inventory,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,1994,2021,False,1
Beijing,OpenAlex,3,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,2010,2022,False,2
Blood alcohol,OpenAlex,3,4,2,Applied Psychology: An International Review; Journal of Applied Psychology,1990,2014,False,0
Boundary object,OpenAlex,3,3,2,Academy of Management Journal; Journal of Occupational and Organizational Psychology,2008,2018,False,0
Brand preference,OpenAlex,3,3,1,Journal of Applied Psychology,1965,1993,False,1
Business process reengineering,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,1998,2002,False,0
Capability Maturity Model,OpenAlex,3,3,2,Journal of Vocational Behavior; Personnel Psychology,1979,2016,False,0
Ceiling effect,OpenAlex,3,3,2,Journal of Management; Personnel Psychology,2002,2025,False,0
Chinese family,OpenAlex,3,3,2,Academy of Management Journal; Journal of Organizational Behavior,1997,2000,False,0
Cognitive load,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,2012,2025,False,10
Cognitive therapy,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology,2000,2021,False,2
Communication apprehension,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology,1978,2009,False,1
Compassion fatigue,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2008,2022,False,10
Conglomerate,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,1978,1988,False,0
Conjoint analysis,OpenAlex,3,3,2,Journal of Vocational Behavior; Personnel Psychology,1975,1983,False,0
Cosmopolitanism,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,1983,2018,False,0
Craving,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1932,2022,False,0
Creative brief,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,2025,2026,False,0
Creative thinking,OpenAlex,3,3,2,Journal of Applied Psychology; Personnel Psychology,1947,2021,False,0
Culprit,OpenAlex,3,3,1,Journal of Applied Psychology,2002,2003,False,0
Cultural identity,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2003,2025,False,5
Customer equity,OpenAlex,3,5,2,Academy of Management Journal; Journal of Applied Psychology,1995,2012,False,0
Decision aids,OpenAlex,3,3,3,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology; Personnel Psychology,1996,2015,False,3
Decision field theory,OpenAlex,3,5,1,Journal of Vocational Behavior,1980,2004,False,0
Decoy,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,1999,2018,False,0
Defence mechanisms,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1972,2024,False,1
Delay discounting,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1998,2005,False,0
Desensitization (medicine),OpenAlex,3,3,1,Applied Psychology: An International Review,2012,2016,False,0
Developed country,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1979,2025,False,2
Diener,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Vocational Behavior,1999,2016,False,2
Disabled people,OpenAlex,3,3,3,Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2000,2026,False,4
Disparate impact,OpenAlex,3,3,1,Journal of Vocational Behavior,1988,1988,False,0
Dominance hierarchy,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,2007,2021,False,0
Dormancy,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,1980,1987,False,0
Dyslexia,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1923,1998,False,0
Eating behavior,OpenAlex,3,3,1,Applied Psychology: An International Review,2020,2025,False,1
Ecological validity,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology,1999,2025,False,0
Economic inequality,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior,2016,2021,False,0
Efficiency wage,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1986,2004,False,1
Elaboration likelihood model,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1989,2021,False,0
Electronic business,OpenAlex,3,3,1,Academy of Management Journal,1964,2016,False,1
Elitism,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,1972,2020,False,0
Emotional distress,OpenAlex,3,3,3,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology; Personnel Psychology,1987,2025,False,12
Emotional valence,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1973,2019,False,0
Environmental governance,OpenAlex,3,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,2009,2021,False,1
Environmental management system,OpenAlex,3,3,2,Academy of Management Journal; Journal of Organizational Behavior,2000,2012,False,0
Episodic memory,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1996,2019,False,0
Evidence-based practice,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,1986,2015,False,0
Expressive Suppression,OpenAlex,3,4,2,Journal of Management; Journal of Vocational Behavior,2008,2025,False,1
Fertility,OpenAlex,3,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2018,2025,False,0
First amendment,OpenAlex,3,3,1,Journal of Applied Psychology,1976,1981,False,0
Flight training,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1947,2000,False,2
Fluid and crystallized intelligence,OpenAlex,3,5,2,Journal of Applied Psychology; Personnel Psychology,2000,2015,False,0
Fluid intelligence,OpenAlex,3,4,2,Journal of Applied Psychology; Personnel Psychology,2000,2015,False,0
Frame analysis,OpenAlex,3,3,2,Academy of Management Journal; Journal of Organizational Behavior,1988,2026,False,0
Fuzzy set,OpenAlex,3,3,3,Academy of Management Journal; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1993,2016,False,7
Generalized anxiety disorder,OpenAlex,3,3,1,Applied Psychology: An International Review,2014,2021,False,0
Gestalt psychology,OpenAlex,3,3,1,Journal of Applied Psychology,1926,2007,False,0
Gross motor skill,OpenAlex,3,3,2,Applied Psychology: An International Review; Journal of Applied Psychology,1977,2005,False,0
Habitus,OpenAlex,3,3,2,Academy of Management Journal; Journal of Vocational Behavior,2013,2022,False,2
Health psychology,OpenAlex,3,3,1,Journal of Applied Psychology,2006,2011,False,0
Homicide,OpenAlex,3,4,2,Applied Psychology: An International Review; Journal of Applied Psychology,1995,2021,False,0
Hourly wage,OpenAlex,3,3,3,Academy of Management Journal; Journal of Vocational Behavior; Personnel Psychology,1975,2007,False,0
Human resource policies,OpenAlex,3,3,2,Journal of Occupational and Organizational Psychology; Personnel Psychology,1995,2026,False,0
Humanistic psychology,OpenAlex,3,3,2,Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2006,2008,False,0
Identity change,OpenAlex,3,3,1,Academy of Management Journal,2016,2021,False,1
Identity negotiation,OpenAlex,3,3,1,Journal of Vocational Behavior,2010,2022,False,0
Immorality,OpenAlex,3,3,3,Academy of Management Journal; Journal of Management; Personnel Psychology,2016,2022,False,0
In-group favoritism,OpenAlex,3,4,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,2000,2022,False,3
Informal education,OpenAlex,3,3,2,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2013,2016,False,0
Information quality,OpenAlex,3,3,2,Academy of Management Journal; Journal of Organizational Behavior,1982,2018,False,1
Instrumental music,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,1918,1995,False,0
International conflict,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,1987,2001,False,0
Intervening variable,OpenAlex,3,3,1,Journal of Organizational Behavior,1982,1998,False,5
Investor relations,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,2015,2026,False,0
Knowledge of results,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1966,2025,False,0
Knowledge process outsourcing,OpenAlex,3,3,1,Journal of Management,1995,2008,False,0
Licensee,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,2012,2026,False,0
Linear interpolation,OpenAlex,3,3,1,Journal of Applied Psychology,1950,1956,False,0
Managed care,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,1969,2001,False,1
Mental age,OpenAlex,3,3,1,Journal of Applied Psychology,1918,1932,False,0
Messenger RNA,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,2017,2025,False,0
Minority group,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,2007,2025,False,4
Model minority,OpenAlex,3,4,2,Journal of Applied Psychology; Journal of Vocational Behavior,2021,2025,False,0
Monopolistic competition,OpenAlex,3,3,2,Academy of Management Journal; Personnel Psychology,2005,2018,False,0
Motion perception,OpenAlex,3,3,1,Journal of Applied Psychology,1951,1975,False,0
Narrative identity,OpenAlex,3,3,1,Journal of Vocational Behavior,2010,2025,False,2
Negotiation theory,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,2013,2018,False,0
Neurocognitive,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior,2006,2024,False,1
New england,OpenAlex,3,3,1,Personnel Psychology,1957,2023,False,0
Non-qualified stock option,OpenAlex,3,5,2,Academy of Management Journal; Personnel Psychology,2005,2007,False,0
Nonsense,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1934,2007,False,0
Offshoring,OpenAlex,3,3,2,Journal of Management; Journal of Vocational Behavior,2011,2024,False,1
One-way analysis of variance,OpenAlex,3,3,1,Journal of Management,1995,2017,False,0
Oppression,OpenAlex,3,3,1,Journal of Vocational Behavior,2011,2024,False,7
Optimal matching,OpenAlex,3,3,1,Journal of Vocational Behavior,2014,2020,False,0
Partial correlation,OpenAlex,3,3,1,Journal of Applied Psychology,1923,1982,False,0
Percentile rank,OpenAlex,3,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Personnel Psychology,1936,2009,False,1
Personality disorders,OpenAlex,3,3,2,Journal of Applied Psychology; Personnel Psychology,1944,2012,False,3
Phonological awareness,OpenAlex,3,3,1,Applied Psychology: An International Review,2005,2019,False,0
Political socialization,OpenAlex,3,4,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,2005,2024,False,1
Population ageing,OpenAlex,3,3,3,Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2022,2026,False,2
Power structure,OpenAlex,3,3,1,Academy of Management Journal,1993,2026,False,0
Presidential election,OpenAlex,3,3,3,Applied Psychology: An International Review; Journal of Management; Journal of Vocational Behavior,2014,2024,False,0
Private life,OpenAlex,3,3,2,Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1984,2017,False,0
Procedural knowledge,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,2004,2012,False,0
Process theory,OpenAlex,3,3,2,Academy of Management Journal; Journal of Vocational Behavior,2004,2025,False,2
Production planning,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,1977,1988,False,0
Project manager,OpenAlex,3,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,1967,2017,False,0
Psychometrics of racism,OpenAlex,3,3,1,Journal of Applied Psychology,2022,2022,False,0
Psychophysics,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology,1955,2025,False,0
Psychosocial support,OpenAlex,3,3,2,Journal of Management; Journal of Vocational Behavior,1997,2010,False,3
Public service motivation,OpenAlex,3,3,2,Academy of Management Journal; Journal of Vocational Behavior,2007,2025,False,17
Regression diagnostic,OpenAlex,3,4,1,Journal of Management,1994,1996,False,0
Relational capital,OpenAlex,3,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,2006,2025,False,3
Relay,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,2004,2017,False,0
Resource recovery,OpenAlex,3,3,1,Journal of Applied Psychology,1977,2026,False,0
Return on assets,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,1986,2021,False,1
Return on investment,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,1978,2009,False,1
Robotics,OpenAlex,3,3,2,Academy of Management Journal; Journal of Applied Psychology,1992,2025,False,7
Robust confidence intervals,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2004,2014,False,0
Scapegoating,OpenAlex,3,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Management,1944,2020,False,1
Seed dormancy,OpenAlex,3,4,2,Academy of Management Journal; Journal of Management,1980,1987,False,0
Self-employment,OpenAlex,3,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,2012,2026,False,0
Service member,OpenAlex,3,3,1,Journal of Applied Psychology,1917,1972,False,1
Service product management,OpenAlex,3,5,1,Journal of Applied Psychology,2010,2016,False,0
Sexual assault,OpenAlex,3,4,3,Academy of Management Journal; Journal of Organizational Behavior; Journal of Vocational Behavior,1989,2005,False,2
Shareholder resolution,OpenAlex,3,4,2,Academy of Management Journal; Journal of Management,2013,2025,False,0
Shyness,OpenAlex,3,3,2,Journal of Organizational Behavior; Journal of Vocational Behavior,1996,2003,False,0
Simple linear regression,OpenAlex,3,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,1985,2010,False,0
Social entrepreneurship,OpenAlex,3,3,2,Academy of Management Journal; Journal of Management,2017,2024,False,2
Spatial ability,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1948,1993,False,0
Statistical process control,OpenAlex,3,3,2,Journal of Applied Psychology; Journal of Management,1986,1988,False,0
Stratification (seeds),OpenAlex,3,5,2,Academy of Management Journal; Journal of Management,1980,1987,False,0
