Construct_Name,Source,Journal,Year,Concept_Level,Paper_Count,Journal_Tier,Is_Noise,Noise_Reasons
Business architecture,OpenAlex,Academy of Management Journal,1961,4,1,Tier_2_Broad_Adjacent,False,
Business cluster,OpenAlex,Journal of Management,2009,3,1,Tier_2_Broad_Adjacent,False,
Business cluster,OpenAlex,Journal of Management,2018,3,1,Tier_2_Broad_Adjacent,False,
Business decision mapping,OpenAlex,Academy of Management Journal,1983,3,1,Tier_2_Broad_Adjacent,False,
Business decision mapping,OpenAlex,Journal of Applied Psychology,1989,3,1,Tier_1_Core_IO,False,
Business decision mapping,OpenAlex,Journal of Applied Psychology,1997,3,1,Tier_1_Core_IO,False,
Business decision mapping,OpenAlex,Journal of Applied Psychology,2006,3,1,Tier_1_Core_IO,False,
Business decision mapping,OpenAlex,Journal of Management,2014,3,1,Tier_2_Broad_Adjacent,False,
Business decision mapping,OpenAlex,Journal of Vocational Behavior,1980,3,1,Tier_2_Broad_Adjacent,False,
Business decision mapping,OpenAlex,Journal of Vocational Behavior,1987,3,1,Tier_2_Broad_Adjacent,False,
Business decision mapping,OpenAlex,Journal of Vocational Behavior,2004,3,1,Tier_2_Broad_Adjacent,False,
Business decision mapping,OpenAlex,Journal of Vocational Behavior,2021,3,1,Tier_2_Broad_Adjacent,False,
Business education,OpenAlex,Academy of Management Journal,1971,3,1,Tier_2_Broad_Adjacent,False,
Business education,OpenAlex,Journal of Applied Psychology,1924,3,1,Tier_1_Core_IO,False,
Business education,OpenAlex,Journal of Management,1975,3,1,Tier_2_Broad_Adjacent,False,
Business education,OpenAlex,Journal of Management,1976,3,1,Tier_2_Broad_Adjacent,False,
Business education,OpenAlex,Journal of Management,1977,3,1,Tier_2_Broad_Adjacent,False,
Business education,OpenAlex,Journal of Management,1990,3,1,Tier_2_Broad_Adjacent,False,
Business process,OpenAlex,Academy of Management Journal,1961,3,1,Tier_2_Broad_Adjacent,False,
Business process,OpenAlex,Academy of Management Journal,2007,3,1,Tier_2_Broad_Adjacent,False,
Business process,OpenAlex,Academy of Management Journal,2010,3,1,Tier_2_Broad_Adjacent,False,
Business process,OpenAlex,Academy of Management Journal,2019,3,1,Tier_2_Broad_Adjacent,False,
Business process,OpenAlex,Journal of Management,2011,3,1,Tier_2_Broad_Adjacent,False,
Business process discovery,OpenAlex,Academy of Management Journal,2019,5,1,Tier_2_Broad_Adjacent,False,
Business process management,OpenAlex,Academy of Management Journal,2007,4,1,Tier_2_Broad_Adjacent,False,
Business process modeling,OpenAlex,Academy of Management Journal,2019,4,1,Tier_2_Broad_Adjacent,False,
Business process modeling,OpenAlex,Journal of Management,2011,4,1,Tier_2_Broad_Adjacent,False,
Business process reengineering,OpenAlex,Journal of Management,2002,3,1,Tier_2_Broad_Adjacent,False,
Business relationship management,OpenAlex,Academy of Management Journal,2005,4,1,Tier_2_Broad_Adjacent,False,
Business relationship management,OpenAlex,Academy of Management Journal,2016,4,1,Tier_2_Broad_Adjacent,False,
Business rule,OpenAlex,Journal of Management,2011,4,1,Tier_2_Broad_Adjacent,False,
Business tourism,OpenAlex,Academy of Management Journal,2026,4,1,Tier_2_Broad_Adjacent,False,
Business transformation,OpenAlex,Academy of Management Journal,2016,5,1,Tier_2_Broad_Adjacent,False,
Business travel,OpenAlex,Journal of Organizational Behavior,2017,3,1,Tier_1_Core_IO,False,
Business value,OpenAlex,Journal of Management,2008,3,1,Tier_2_Broad_Adjacent,False,
Bust,OpenAlex,Academy of Management Journal,2006,3,1,Tier_2_Broad_Adjacent,False,
Butterfat,OpenAlex,Journal of Vocational Behavior,1978,4,1,Tier_2_Broad_Adjacent,False,
Cabello,OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
Calcination,OpenAlex,Journal of Vocational Behavior,2004,3,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1928,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1935,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1936,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1937,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1950,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1953,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1954,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1955,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1964,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1965,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1968,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1969,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1971,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1972,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1974,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,1999,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,2004,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Applied Psychology,2007,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1971,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1974,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1975,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1976,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1977,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1979,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,1986,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,2003,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Journal of Vocational Behavior,2013,4,1,Tier_2_Broad_Adjacent,False,
California Psychological Inventory,OpenAlex,Personnel Psychology,1959,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Personnel Psychology,1992,4,1,Tier_1_Core_IO,False,
California Psychological Inventory,OpenAlex,Personnel Psychology,1994,4,1,Tier_1_Core_IO,False,
Cannabidiol,OpenAlex,Applied Psychology: An International Review,2014,3,1,Tier_2_Broad_Adjacent,False,
Capability Maturity Model,OpenAlex,Journal of Vocational Behavior,1979,3,1,Tier_2_Broad_Adjacent,False,
Capability Maturity Model,OpenAlex,Journal of Vocational Behavior,2016,3,1,Tier_2_Broad_Adjacent,False,
Capability Maturity Model,OpenAlex,Personnel Psychology,1987,3,1,Tier_1_Core_IO,False,
Capital adequacy ratio,OpenAlex,Academy of Management Journal,2014,3,1,Tier_2_Broad_Adjacent,False,
Capital allocation line,OpenAlex,Academy of Management Journal,2012,3,1,Tier_2_Broad_Adjacent,False,
Capital allocation line,OpenAlex,Journal of Organizational Behavior,2008,3,1,Tier_1_Core_IO,False,
Capital call,OpenAlex,Academy of Management Journal,2012,5,1,Tier_2_Broad_Adjacent,False,
Capital call,OpenAlex,Academy of Management Journal,2015,5,1,Tier_2_Broad_Adjacent,False,
Capital call,OpenAlex,Academy of Management Journal,2018,5,1,Tier_2_Broad_Adjacent,False,
Capital call,OpenAlex,Journal of Applied Psychology,2011,5,1,Tier_1_Core_IO,False,
Capital call,OpenAlex,Journal of Management,2008,5,1,Tier_2_Broad_Adjacent,False,
Capital call,OpenAlex,Personnel Psychology,2012,5,1,Tier_1_Core_IO,False,
Capital formation,OpenAlex,Academy of Management Journal,1989,4,1,Tier_2_Broad_Adjacent,False,
Capital formation,OpenAlex,Academy of Management Journal,2005,4,1,Tier_2_Broad_Adjacent,False,
Capital intensity,OpenAlex,Journal of Management,2005,3,1,Tier_2_Broad_Adjacent,False,
Capital structure,OpenAlex,Journal of Management,2003,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Academy of Management Journal,1978,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Academy of Management Journal,2018,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Academy of Management Journal,2022,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Journal of Applied Psychology,1975,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Management,2001,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Journal of Management,2013,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Journal of Occupational and Organizational Psychology,1994,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Occupational and Organizational Psychology,1997,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Occupational and Organizational Psychology,2006,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Occupational and Organizational Psychology,2008,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Organizational Behavior,1984,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Organizational Behavior,1986,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Organizational Behavior,1988,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Organizational Behavior,1990,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Organizational Behavior,1992,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Capitalism,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Capitalism,OpenAlex,Personnel Psychology,2008,3,1,Tier_1_Core_IO,False,
Carbon fibers,OpenAlex,Journal of Applied Psychology,1963,3,1,Tier_1_Core_IO,False,
Card sorting,OpenAlex,Journal of Applied Psychology,1927,3,1,Tier_1_Core_IO,False,
Card sorting,OpenAlex,Journal of Organizational Behavior,2001,3,1,Tier_1_Core_IO,False,
Card sorting,OpenAlex,Journal of Vocational Behavior,1998,3,1,Tier_2_Broad_Adjacent,False,
Card sorting,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Cardiovascular health,OpenAlex,Journal of Organizational Behavior,2006,3,1,Tier_1_Core_IO,False,
Cardiovascular health,OpenAlex,Journal of Organizational Behavior,2009,3,1,Tier_1_Core_IO,False,
Career education,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1980,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1981,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1986,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1992,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,1998,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,2006,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,2019,3,1,Tier_2_Broad_Adjacent,False,
Career education,OpenAlex,Journal of Vocational Behavior,2024,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Applied Psychology,2012,3,1,Tier_1_Core_IO,False,
Career portfolio,OpenAlex,Journal of Occupational and Organizational Psychology,2009,3,1,Tier_1_Core_IO,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1980,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1983,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1985,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1987,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1990,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1992,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1998,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,1999,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2005,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2006,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2007,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2008,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2009,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2011,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2012,3,1,Tier_2_Broad_Adjacent,False,
Career portfolio,OpenAlex,Journal of Vocational Behavior,2026,3,1,Tier_2_Broad_Adjacent,False,
Caregiver stress,OpenAlex,Journal of Applied Psychology,2006,4,1,Tier_1_Core_IO,False,
Casualty insurance,OpenAlex,Journal of Applied Psychology,1968,3,1,Tier_1_Core_IO,False,
Cathode ray,OpenAlex,Applied Psychology: An International Review,2004,3,1,Tier_2_Broad_Adjacent,False,
CDF-based nonparametric confidence interval,OpenAlex,Journal of Applied Psychology,2012,3,1,Tier_1_Core_IO,False,
Ceiling effect,OpenAlex,Personnel Psychology,2025,3,1,Tier_1_Core_IO,False,
Census,OpenAlex,Academy of Management Journal,2016,3,1,Tier_2_Broad_Adjacent,False,
Census,OpenAlex,Journal of Applied Psychology,1937,3,1,Tier_1_Core_IO,False,
Census,OpenAlex,Journal of Management,1989,3,1,Tier_2_Broad_Adjacent,False,
Census,OpenAlex,Journal of Organizational Behavior,2004,3,1,Tier_1_Core_IO,False,
Census,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Census,OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Census,OpenAlex,Journal of Vocational Behavior,1978,3,1,Tier_2_Broad_Adjacent,False,
Census,OpenAlex,Journal of Vocational Behavior,1982,3,1,Tier_2_Broad_Adjacent,False,
Census,OpenAlex,Journal of Vocational Behavior,2014,3,1,Tier_2_Broad_Adjacent,False,
Center for Epidemiologic Studies Depression Scale,OpenAlex,Journal of Applied Psychology,2023,4,1,Tier_1_Core_IO,False,
Central bank,OpenAlex,Journal of Applied Psychology,1928,3,1,Tier_1_Core_IO,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,1968,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,1991,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,1995,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,1997,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2002,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2007,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2008,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2009,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2013,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2016,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2021,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Academy of Management Journal,2023,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Journal of Management,2016,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Journal of Management,2023,3,1,Tier_2_Broad_Adjacent,False,
Change management (ITSM),OpenAlex,Journal of Organizational Behavior,2006,3,1,Tier_1_Core_IO,False,
Change management (ITSM),OpenAlex,Journal of Organizational Behavior,2024,3,1,Tier_1_Core_IO,False,
Chaos theory,OpenAlex,Journal of Vocational Behavior,2007,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Academy of Management Journal,2006,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Academy of Management Journal,2014,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Academy of Management Journal,2015,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,1999,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2002,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2005,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2006,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2008,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2010,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2013,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Applied Psychology,2016,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Management,2005,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Journal of Management,2009,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Journal of Management,2011,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Journal of Management,2016,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Journal of Organizational Behavior,1994,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Organizational Behavior,2005,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Organizational Behavior,2020,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Organizational Behavior,2024,3,1,Tier_1_Core_IO,False,
Charismatic authority,OpenAlex,Journal of Vocational Behavior,2016,3,1,Tier_2_Broad_Adjacent,False,
Charismatic authority,OpenAlex,Personnel Psychology,2010,3,1,Tier_1_Core_IO,False,
Chat room,OpenAlex,Journal of Vocational Behavior,2007,3,1,Tier_2_Broad_Adjacent,False,
Chat room,OpenAlex,Journal of Vocational Behavior,2024,3,1,Tier_2_Broad_Adjacent,False,
Chief audit executive,OpenAlex,Applied Psychology: An International Review,2025,5,1,Tier_2_Broad_Adjacent,False,
Chief audit executive,OpenAlex,Applied Psychology: An International Review,2026,5,1,Tier_2_Broad_Adjacent,False,
Child abuse,OpenAlex,Applied Psychology: An International Review,2013,4,1,Tier_2_Broad_Adjacent,False,
Child abuse,OpenAlex,Journal of Applied Psychology,2000,4,1,Tier_1_Core_IO,False,
Child abuse,OpenAlex,Journal of Applied Psychology,2001,4,1,Tier_1_Core_IO,False,
Child abuse,OpenAlex,Journal of Applied Psychology,2002,4,1,Tier_1_Core_IO,False,
Child abuse,OpenAlex,Journal of Occupational and Organizational Psychology,2013,4,1,Tier_1_Core_IO,False,
Child obesity,OpenAlex,Applied Psychology: An International Review,2017,5,1,Tier_2_Broad_Adjacent,False,
Child sexual abuse,OpenAlex,Applied Psychology: An International Review,2013,5,1,Tier_2_Broad_Adjacent,False,
Child sexual abuse,OpenAlex,Applied Psychology: An International Review,2018,5,1,Tier_2_Broad_Adjacent,False,
Child sexual abuse,OpenAlex,Journal of Applied Psychology,1997,5,1,Tier_1_Core_IO,False,
Child sexual abuse,OpenAlex,Journal of Applied Psychology,2001,5,1,Tier_1_Core_IO,False,
Childbirth,OpenAlex,Journal of Occupational and Organizational Psychology,2023,3,1,Tier_1_Core_IO,False,
Childbirth,OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
Childbirth,OpenAlex,Journal of Vocational Behavior,1998,3,1,Tier_2_Broad_Adjacent,False,
Childbirth,OpenAlex,Journal of Vocational Behavior,2008,3,1,Tier_2_Broad_Adjacent,False,
Childbirth,OpenAlex,Journal of Vocational Behavior,2017,3,1,Tier_2_Broad_Adjacent,False,
Childbirth,OpenAlex,Journal of Vocational Behavior,2025,3,1,Tier_2_Broad_Adjacent,False,
Childbirth,OpenAlex,Personnel Psychology,2019,3,1,Tier_1_Core_IO,False,
Childhood obesity,OpenAlex,Applied Psychology: An International Review,2017,4,1,Tier_2_Broad_Adjacent,False,
Childlessness,OpenAlex,Journal of Occupational and Organizational Psychology,2025,4,1,Tier_1_Core_IO,False,
Chine,OpenAlex,Journal of Applied Psychology,1998,3,1,Tier_1_Core_IO,False,
Chinese culture,OpenAlex,Journal of Organizational Behavior,2017,3,1,Tier_1_Core_IO,False,
Chinese culture,OpenAlex,Journal of Vocational Behavior,2016,3,1,Tier_2_Broad_Adjacent,False,
Chinese family,OpenAlex,Academy of Management Journal,2000,3,1,Tier_2_Broad_Adjacent,False,
Choice reaction time,OpenAlex,Journal of Applied Psychology,2005,3,1,Tier_1_Core_IO,False,
Chronic fatigue,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Chronobiology,OpenAlex,Journal of Organizational Behavior,2022,3,1,Tier_1_Core_IO,False,
Chronotype,OpenAlex,Academy of Management Journal,2020,3,1,Tier_2_Broad_Adjacent,False,
Chronotype,OpenAlex,Journal of Applied Psychology,2020,3,1,Tier_1_Core_IO,False,
Chronotype,OpenAlex,Journal of Occupational and Organizational Psychology,2017,3,1,Tier_1_Core_IO,False,
Chronotype,OpenAlex,Journal of Organizational Behavior,2016,3,1,Tier_1_Core_IO,False,
Chronotype,OpenAlex,Journal of Organizational Behavior,2022,3,1,Tier_1_Core_IO,False,
Ciphertext,OpenAlex,Journal of Applied Psychology,2005,3,1,Tier_1_Core_IO,False,
Ciphertext,OpenAlex,Journal of Occupational and Organizational Psychology,2002,3,1,Tier_1_Core_IO,False,
Ciphertext,OpenAlex,Journal of Organizational Behavior,2009,3,1,Tier_1_Core_IO,False,
Ciphertext,OpenAlex,Journal of Vocational Behavior,2022,3,1,Tier_2_Broad_Adjacent,False,
Ciphertext,OpenAlex,Personnel Psychology,2006,3,1,Tier_1_Core_IO,False,
Ciphertext,OpenAlex,Personnel Psychology,2015,3,1,Tier_1_Core_IO,False,
Citation analysis,OpenAlex,Journal of Applied Psychology,1981,3,1,Tier_1_Core_IO,False,
Citation analysis,OpenAlex,Journal of Management,2008,3,1,Tier_2_Broad_Adjacent,False,
Citation analysis,OpenAlex,Journal of Vocational Behavior,1989,3,1,Tier_2_Broad_Adjacent,False,
Citation analysis,OpenAlex,Journal of Vocational Behavior,2018,3,1,Tier_2_Broad_Adjacent,False,
Citation impact,OpenAlex,Journal of Organizational Behavior,1998,3,1,Tier_1_Core_IO,False,
Citation impact,OpenAlex,Journal of Organizational Behavior,2009,3,1,Tier_1_Core_IO,False,
Citation impact,OpenAlex,Personnel Psychology,1953,3,1,Tier_1_Core_IO,False,
Citation impact,OpenAlex,Personnel Psychology,1956,3,1,Tier_1_Core_IO,False,
Citation impact,OpenAlex,Personnel Psychology,1970,3,1,Tier_1_Core_IO,False,
Citation impact,OpenAlex,Personnel Psychology,2006,3,1,Tier_1_Core_IO,False,
Citation impact,OpenAlex,Personnel Psychology,2010,3,1,Tier_1_Core_IO,False,
Citation index,OpenAlex,Journal of Management,1990,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,1983,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,1993,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,2006,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,2009,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,2012,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,2014,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,2020,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Academy of Management Journal,2022,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Applied Psychology: An International Review,2008,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Applied Psychology,1933,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2000,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2003,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2004,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2009,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2012,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2018,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Applied Psychology,2023,3,1,Tier_1_Core_IO,False,
Citizenship,OpenAlex,Journal of Management,1990,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Management,1992,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Management,2005,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Management,2019,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Management,2025,3,1,Tier_2_Broad_Adjacent,False,
Citizenship,OpenAlex,Journal of Occupational and Organizational Psychology,1998,3,1,Tier_1_Core_IO,False,
